Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,Postal_Code,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,GILEAD SEATTLE GILEAD SEA 3,199 E Blaine St,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.634528,-122.326341,4/9/2024,308191,2024-04-09 02:58:59 UTC,,,,8/31/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,GILEAD SEATTLE GILEAD SEA 1,199 E Blaine St,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.634499,-122.326374,4/9/2024,308193,2024-04-09 02:59:44 UTC,,,,8/31/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Ramayana Apartments,119 Harvard Avenue East,,Seattle,WA,98102,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61945391,-122.3225479,4/9/2024,320707,2024-04-09 01:41:38 UTC,,,,11/27/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Capitol Hill - Bellevue Ave E,118 Bellevue Ave E,,Seattle,WA,98102,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.61934,-122.326514,4/9/2024,323988,2024-04-09 07:58:14 UTC,,,,1/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Eastlake - Fairview Ave E,1936 Fairview Ave E,,Seattle,WA,98102,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.636641,-122.328705,4/9/2024,331531,2024-04-09 07:58:22 UTC,,,,4/2/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,City of Seattle - Seattle City Light North Service Center,1300 N 97th St,,Seattle,WA,98103,,,E,,Private,,,,,,,4,,,Non-Networked,,200-8,47.699613,-122.341922,1/10/2023,44160,2023-02-14 15:54:11 UTC,LG,,,12/31/2011,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE
ELEC,DC CORRIDOR ZOO OTTER L2-S1,601 N 59th St,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.670285,-122.353765,4/9/2024,191238,2024-04-09 04:44:53 UTC,,,,6/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC CORRIDOR ZOO OTTER L2-D2,601 N 59th St,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.670287,-122.353696,4/9/2024,191239,2024-04-09 04:44:53 UTC,,,,6/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DC CORRIDOR ZOO OTTER L2-D1,601 N 59th St,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.670292,-122.353627,4/9/2024,191240,2024-04-09 04:44:54 UTC,,,,6/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,THE MORROW APTS STATION 1,8623 Palatine Ave N,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.691832,-122.35681,4/9/2024,201360,2024-04-09 04:44:58 UTC,,,,11/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,THE MORROW APTS STATION 2,8616 Palatine Ave N,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.69158,-122.356266,4/9/2024,201361,2024-04-09 04:44:58 UTC,,,,11/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Stone Way N Parking Garage,3400 Stone Way N,,Seattle,WA,98103,,,E,,Public,6am-10pm daily,A D Debit M V,,,,,4,,,Non-Networked,,GPS,47.64922814,-122.3420616,11/10/2022,235704,2023-02-14 15:54:11 UTC,P,,,10/31/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,Fremont Village Square,3601 Fremont Ave N,,Seattle,WA,98103,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,47.651792,-122.352916,4/9/2024,310863,2024-04-09 11:19:59 UTC,,,,9/16/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,BMR-NORTHEDGE NORTHEDGE #1,1621 N 34th St,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.64787,-122.33814,4/9/2024,316196,2024-04-09 02:42:51 UTC,,,,10/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Wallingford - Stone Way N,4225 Stone Way N,,Seattle,WA,98103,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.658733,-122.342392,4/9/2024,323987,2024-04-09 07:58:14 UTC,,,,1/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Wallingford - N 46th St,1721 N 46th St,,Seattle,WA,98103,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.662076,-122.337269,4/9/2024,330515,2024-04-09 07:58:20 UTC,,,,3/14/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Fremont - Whitman Ave N,3930 Whitman Ave N,,Seattle,WA,98103,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.6549,-122.345912,4/9/2024,331530,2024-04-09 07:58:22 UTC,,,,4/2/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,City of Seattle - Central Library,1000 4th Ave,,Seattle,WA,98104,,206-386-4636,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-9,47.606684,-122.332664,1/10/2023,44153,2023-02-14 15:54:11 UTC,LG,,,12/1/2011,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,$2 per session,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,KING COUNTY DES KSC STATION #1,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598663,-122.331009,4/9/2024,49230,2024-04-09 02:37:08 UTC,,,,7/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,800 FIFTH AVE STATION 2,800  5th Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.605599,-122.330626,4/9/2024,56870,2024-04-09 01:59:41 UTC,,,,3/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MADISON GARAGE MADISON GARAGE2,1229 Madison St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.610087,-122.322114,4/9/2024,72656,2024-04-09 02:20:37 UTC,,,,1/23/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #5,253-295 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.599,-122.330804,4/9/2024,79748,2024-04-09 02:37:05 UTC,,,,11/16/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Hotel 1000 - Tesla Destination,1000 1st Ave,,Seattle,WA,98104,,206-957-1000  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.6049041,-122.3361893,10/6/2022,116122,2023-01-18 15:15:20 UTC,P,,,1/28/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Slalom Hawk Tower,255 S. King Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5980919,-122.3309701,4/9/2024,147770,2024-04-09 01:08:33 UTC,,,,8/29/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,FALSE
ELEC,531619 : Apollo Eight LLC,325 9th Avenue,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6039634,-122.3241159,4/9/2024,155337,2024-04-09 01:27:27 UTC,,,,4/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Apollo Eight LLC,325 9th Avenue,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6039634,-122.3241159,4/9/2024,155338,2024-04-09 01:27:27 UTC,,,,4/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,FALSE
ELEC,600NINTH 600NINTH,600 9th Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.605888,-122.324733,4/9/2024,164339,2024-04-09 04:11:03 UTC,,,,7/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,INSIGNIA 953 144 145N,583 Battery St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606184,-122.332135,4/9/2024,166924,2024-04-09 02:24:22 UTC,,,,9/18/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,MADISON GARAGE MADISON GARAGE1,1229 Madison St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61008,-122.322151,4/9/2024,172401,2024-04-09 02:20:23 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #6,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598754,-122.331002,4/9/2024,172658,2024-04-09 02:37:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #7,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598758,-122.330972,4/9/2024,172659,2024-04-09 02:37:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #3,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.59856,-122.330929,4/9/2024,172660,2024-04-09 02:37:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #2,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.59855,-122.331009,4/9/2024,172661,2024-04-09 02:37:06 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,KING COUNTY DES KSC STATION #4,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598665,-122.330941,4/9/2024,172662,2024-04-09 02:37:06 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,INSIGNIA 953 143N,583 Battery St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606162,-122.332173,4/9/2024,181317,2024-04-09 02:22:56 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,INSIGNIA 953 188 189N,583 Battery St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606153,-122.332134,4/9/2024,181318,2024-04-09 02:24:01 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,SMT Garage -700 5th Ave Seattle,700 5th Ave,,Seattle,WA,98104,,855-885-9571,E,,Public,,,,,,,6,,,OpConnect,http://www.opconnect.com/,GPS,47.60521,-122.32972,4/9/2024,193408,2024-04-09 08:53:33 UTC,,,,7/31/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,SMT Garage - 700 5th Ave Seattle- DC Fast Charger,700 5th Ave,,Seattle,WA,98104,,855-885-9571,E,,Public,,,,,,,1,,,OpConnect,http://www.opconnect.com/,GPS,47.62606,-122.349,4/9/2024,193456,2024-04-09 08:53:40 UTC,,,,8/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,531616 - Marion & Minor Garage,1101 Madison Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6091997,-122.3241094,4/9/2024,195289,2024-04-09 01:12:59 UTC,,,,10/19/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,FALSE
ELEC,450 Alaskan Garage,450 Alaskan Way,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5987016,-122.3351902,4/9/2024,195292,2024-04-09 00:59:25 UTC,,,,9/6/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,FALSE
ELEC,505 First Garage,505 1st Avenue South,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,15,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5974244,-122.3347174,4/9/2024,195418,2024-04-09 00:59:22 UTC,,,,9/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Waterfront Place,1011 Western Avenue,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6044756,-122.3378981,4/9/2024,195550,2024-04-09 01:40:21 UTC,,,,1/11/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,FALSE
ELEC,1111 THIRD AVE SENECA GARAGE 1,1000 2nd Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606279,-122.335205,4/9/2024,200590,2024-04-09 04:59:38 UTC,,,,11/5/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,4th & Madison,925 4th Avenue,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.605192,-122.33285,4/9/2024,203325,2024-04-09 01:33:28 UTC,,,,12/30/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,BUTLER GARAGE BUTLER EV #1,611 2nd Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.602544,-122.33301,4/9/2024,204254,2024-04-09 05:04:34 UTC,,,,1/4/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,BUTLER GARAGE BUTLER EV #2,611 2nd Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.602553,-122.332883,4/9/2024,204255,2024-04-09 05:04:35 UTC,,,,1/4/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Harborview Medical Center,908 Jefferson,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.605477,-122.323427,4/9/2024,227480,2024-04-09 01:28:08 UTC,,,,9/13/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Lumen Field Parking Garage,300 S Royal Brougham Way,,Seattle,WA,98104,,,E,,Public,6am-11pm daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,47.59263846,-122.3308693,11/10/2022,235700,2023-02-14 15:54:11 UTC,P,,,10/31/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,800 Fifth Avenue Parking Garage,800 5th Ave,,Seattle,WA,98104,,206-621-9172,E,,Public,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,47.6054544,-122.3300854,11/10/2022,235702,2023-02-14 15:54:11 UTC,P,,,10/31/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,The Alexis Royal Sonesta Hotel Seattle,1007 First Avenue,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.604891,-122.336815,4/9/2024,238092,2024-04-09 01:03:08 UTC,,,,12/15/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Columbia Center Tower,701 5th Ave,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.604817,-122.330568,4/9/2024,241218,2024-04-09 01:17:10 UTC,,,,12/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,CID - 7th Ave S,649 7th Ave S,,Seattle,WA,98104,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.597097,-122.323903,4/9/2024,307675,2024-04-09 07:58:08 UTC,,,,8/23/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,UWMC 4245 UWMC 4245 #1,4245 Roosevelt Ave NE,,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.658961,-122.3185,4/9/2024,63313,2024-04-09 02:04:39 UTC,,,,9/17/2014,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,UWMC 4225 UWMC 4225 #1,4225 Roosevelt Way NE,,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.658409,-122.318392,4/9/2024,63338,2024-04-09 02:04:20 UTC,,,,9/19/2014,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Bedrooms & More,300 NE 45th St,,Seattle,WA,98105,,206-633-4505,E,,Public,"9am-6pm M-F, 9am-6pm Sat, 10am-6pm Sun; customer use only",,,,,,1,,,Non-Networked,,200-9,47.66159,-122.324877,6/12/2023,74301,2024-01-31 22:07:01 UTC,P,,,10/1/2011,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE
ELEC,DUAL EV SOUTH 1,2616 NE 46th St,,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.661471,-122.299298,4/9/2024,79670,2024-04-09 02:41:12 UTC,,,,11/10/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DUAL EV SOUTH 2,2623 NE University Village St,,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.661361,-122.298284,4/9/2024,88696,2024-04-09 02:39:41 UTC,,,,12/5/2017,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Bedrooms & More,324 NE 45th St,,Seattle,WA,98105,,206-633-4494,E,,Public,"9am-8pm M-F, 9am-6pm Sat, 10am-6pm Sun; for customer use only",,,,,,1,,,Non-Networked,,200-9,47.661582,-122.32426,6/12/2023,104475,2024-01-31 22:07:01 UTC,P,,,10/1/2018,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free for customers,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,Bedrooms & More - Tesla Destination,324 NE 45th St,,Seattle,WA,98105,,206-633-4494  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.661523,-122.324913,10/6/2022,116128,2023-01-18 15:15:20 UTC,P,,,10/12/2018,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,Residence Inn by Marriott Seattle University Distric - Tesla Destination,4501 12th Ave NE,,Seattle,WA,98105,,206-322-8887  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.661869,-122.315415,10/6/2022,116131,2023-01-18 15:15:20 UTC,P,,,4/7/2017,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE
ELEC,DUAL EV STATION 5,2520 NE University Village St,,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.663902,-122.300245,4/9/2024,149757,2024-04-09 03:46:13 UTC,,,,12/6/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
ELEC,University of Washington - Portage Bay Garage,3740 Brooklyn Ave NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; UW permit required; 2 hour time limit,,,,,,4,,,Non-Networked,,GPS,47.653047,-122.313915,8/10/2022,164567,2023-02-14 15:54:11 UTC,P,,,7/24/2020,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,University of Washington - Central Plaza Garage,4100 15th Ave NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; UW permit required; 2 hour time limit,,,,,,5,,,Non-Networked,,GPS,47.656832,-122.311626,8/10/2022,164568,2023-02-14 15:54:11 UTC,P,,,7/24/2020,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,University of Washington - Parking Area N2,4224 Memorial Way NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; UW permit required; 2 hour time limit,,,,,,1,,,Non-Networked,,GPS,47.658987,-122.309214,8/10/2022,164569,2023-02-14 15:54:11 UTC,P,,,7/24/2020,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
ELEC,University of Washington - Parking Area N5,4324 Memorial Way NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; parking permit required; 2 hour time limit,,,,,,1,,,Non-Networked,,GPS,47.660311,-122.309086,1/10/2023,164570,2023-02-14 15:54:11 UTC,P,,,7/24/2020,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free for UW permit holders; $4 per hour for non-permit holders,,,,,,,,,,TRUE,,,,,,,,LD,FALSE
